scraped_at                , title                                                                                                                                      , url                                                                                                                                                                                   , published_at       , summary                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , image_url                                                                                                                                                                                                        , categorias                              , comments_count, source                           , categoria             , clase_css
2026-05-15T16:24:08.223295, Arabia Saudita impulsa pacto de no agresión regional inspirado en Acuerdos de Helsinki                                                     , http://www.cubadebate.cu/noticias/2026/05/14/arabia-saudita-impulsa-pacto-de-no-agresion-regional-inspirado-en-acuerdos-de-helsinki/                                                  , 2026-05-14 19:14:00, "Arabia Saudita propuso un pacto de no agresión entre los estados de Medio Oriente e Irán, inspirado en los Acuerdos de Helsinki de la Guerra Fría, con el objetivo de contener nuevas tensiones regionales, según diplomáticos citados por el diario Financial Times. La propuesta saudita considera los Acuerdos como un modelo aplicable para reducir tensiones en el Golfo Pérsico."                                                                                                                                                       , http://media.cubadebate.cu/wp-content/uploads/2026/05/77d635fb-470d-402a-ae9b-66ea0c6f0fa4-150x125.webp                                                                                                          , "['Noticias', 'Política']"              ,              1, cubadebate_politica              , politica              , politica-temas
2026-05-15T16:24:08.223874, Información del Gobierno Revolucionario                                                                                                    , http://www.cubadebate.cu/noticias/2026/05/14/informacion-del-gobierno-revolucionario/                                                                                                 , 2026-05-14 16:16:00, "A partir de la solicitud presentada por el gobierno de EE.UU. de que se recibiera en La Habana una delegación presidida por el director de la CIA, John Ratcliffe, la Dirección de la Revolución aprobó la realización de esta visita y la reunión con su contraparte del Ministerio del Interior. El encuentro tuvo lugar este jueves 14 de mayo, en un contexto caracterizado por la complejidad de las relaciones bilaterales."                                                                                                            , http://media.cubadebate.cu/wp-content/uploads/2022/04/cuba-estados-unidos-banderas3-580x356-1.jpg                                                                                                                , "['Noticias', 'Política']"              ,             38, cubadebate_politica              , politica              , politica-temas
2026-05-15T16:24:09.813201, UNE pronostica una afectación de 1 639 MW en el horario pico nocturno                                                                      , http://www.cubadebate.cu/noticias/2026/05/15/une-pronostica-una-afectacion-de-1-639-mw-en-el-horario-pico-nocturno/                                                                   , 2026-05-15 08:59:00, En el día de ayer se afectó el servicio por déficit de capacidad durante las 24 horas y se mantuvo la afectación durante todo el horario de la madrugada. La máxima afectación por déficit de capacidad de generación en el día de ayer fue de 1991 MW a las 21:20 horas.                                                                                                                                                                                                                                                                      , http://media.cubadebate.cu/wp-content/uploads/2025/04/Termoelectrica-CMC_15-580x321.jpg                                                                                                                          , "['Noticias', 'Economía']"              ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.814178, Manuel Marrero Cruz dirige sesión de trabajo por compleja situación electroenergética en La Habana                                         , http://www.cubadebate.cu/noticias/2026/05/14/manuel-marrero-cruz-dirige-sesion-de-trabajo-por-compleja-situacion-electroenergetica-en-la-habana/                                      , 2026-05-14 23:51:00, "El primer ministro Manuel Marrero Cruz dirigió el jueves una sesión de trabajo en La Habana para evaluar las afectaciones electroenergéticas y las alternativas de solución ante la tensa situación que vive la capital. El titular del Ministerio de Energía y Minas de Cuba, Vicente de la O Levy, actualizó sobre las prioridades de trabajo en la capital en un escenario que seguirá siendo complejo."                                                                                                                                   , http://media.cubadebate.cu/wp-content/uploads/2026/05/a7509bba-d02d-4e5a-9ed7-9a880ca2ce0b-150x125.jpg                                                                                                           , "['Noticias', 'Economía']"              ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.815513, Termoeléctrica Guiteras en proceso de enfriamiento para evaluar avería en caldera                                                          , http://www.cubadebate.cu/noticias/2026/05/14/termoelectrica-guiteras-en-proceso-de-enfriamiento-para-evaluar-averia-en-caldera/                                                       , 2026-05-14 14:24:00, "La Central Termoeléctrica (CTE) Antonio Guiteras están en proceso de enfriamiento tras la salida del Sistema Eléctrico Nacional (SEN) desde la 4:58 a.m., para posteriormente evaluar la avería en caldera motivo de la parada. Tras el enfriamiento se procederá a la inspección para localizar el fallo, definir cómo corregir, reparar y realizar las pruebas pertinentes."                                                                                                                                                                , http://media.cubadebate.cu/wp-content/uploads/2025/02/termoelectrica-antonio-guiteras-150x125.jpg                                                                                                                , "['Noticias', 'Economía']"              ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.816244, "Merca-Max SURL: Producir desde la resiliencia, apostar por el sol"                                                                        , http://www.cubadebate.cu/especiales/2026/05/14/merca-max-surl-producir-desde-la-resiliencia-apostar-por-el-sol/                                                                       , 2026-05-14 14:08:00, "En un escenario donde producir se ha convertido en uno de los mayores desafíos para el tejido económico cubano, la mipyme Merca-Max SURL emerge como un ejemplo de adaptación, innovación y visión estratégica. Su apuesta por la energía solar fotovoltaica, la diversificación productiva y los encadenamientos con otros actores económicos revela una lógica empresarial que no solo busca sostenerse, sino crecer en medio de condiciones adversas."                                                                                     , http://media.cubadebate.cu/wp-content/uploads/2026/05/merca-max-SURL-3.jpg                                                                                                                                       , "['Especiales', 'Economía']"            ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.817040, Sancti Spíritus: El respiro de las fuentes renovables de energía                                                                           , http://www.cubadebate.cu/noticias/2026/05/14/sancti-spiritus-el-respiro-de-las-fuentes-renovables-de-energia/                                                                         , 2026-05-14 12:39:00, "En 2026, Sancti Spíritus ha continuado el impulso del uso de las fuentes renovables de energía con la instalación de 115 módulos de 2 kilowatts —donados por China— en centros vitales, fundamentalmente policlínicos, sucursales bancarias y eléctricas, funerarias, hogares maternos y de ancianos. Este programa se extendió también ya a más de 70 viviendas aisladas."                                                                                                                                                                   , http://media.cubadebate.cu/wp-content/uploads/2026/05/policlinico-paneles-solares-150x125.jpg                                                                                                                    , "['Noticias', 'Economía']"              ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.817683, Unión Eléctrica informa desconexión parcial del SEN desde Ciego de Ávila hasta Guantánamo                                                  , http://www.cubadebate.cu/noticias/2026/05/14/union-electrica-informa-desconexion-parcial-del-sen-desde-ciego-de-avila-hasta-guantanamo/                                               , 2026-05-14 09:21:00, "La Unión Eléctrica informa que a las 06:09 ocurrió una caída parcial del sistema desde la provincia de Ciego de Ávila hasta Guantánamo. La disponibilidad del SEN a las 06:30 horas es de 636 MW, la demanda 2420 MW con 1790 MW afectados. En estos momentos se encuentra en proceso de restablecimiento la zona afectada."                                                                                                                                                                                                                  , http://media.cubadebate.cu/wp-content/uploads/2024/10/sistema-electrico-restablecimiento-2-580x321.png                                                                                                           , "['Noticias', 'Economía']"              ,             12, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.818932, Cuba ante el desafío energético: ¿Cómo refinar el crudo nacional e impulsar la producción petrolera?                                       , http://www.cubadebate.cu/noticias/2026/05/13/como-refinar-el-crudo-nacional-y-desarrollar-la-produccion-petrolera-en-cuba-en-medio-del-bloqueo-energetico/                            , 2026-05-13 22:07:00, "El bloqueo energético, unilateral y genocida, del presidente estadounidense Donald Trump, ha generado una situación de desabastecimiento generalizado de combustibles en Cuba, aseguró en el programa televisivo Mesa Redonda Irenaldo Pérez Cardoso, director adjunto de la Unión Cuba-Petróleo (Cupet)."                                                                                                                                                                                                                                    , http://media.cubadebate.cu/wp-content/uploads/2024/03/cupet-1-580x321.jpg                                                                                                                                        , "['Noticias', 'Economía']"              ,              4, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.819840, ¿Por qué se han incrementado las horas de apagón en Cuba? El ministro de Energía responde                                                  , http://www.cubadebate.cu/noticias/2026/05/13/por-que-se-han-incrementado-las-horas-de-apagon-en-cuba-el-ministro-de-energia-responde/                                                 , 2026-05-13 18:41:00, "En conferencia de prensa celebrada este miércoles, el ministro de Energía y Minas, Vicente de la O Levy, ofreció una actualización sobre la “compleja situación electroenergética nacional”, que en las últimas semanas ha recrudecido las horas de apagones en todo el país.  »"                                                                                                                                                                                                                                                             , http://media.cubadebate.cu/wp-content/uploads/2026/05/Ministro-de-energia-y-minas-conferencia-2-180x150.jpeg                                                                                                     , "['Noticias', 'Economía']"              ,             28, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.821396, Holguín impulsa producción cooperada de reciclaje y economía circular                                                                      , http://www.cubadebate.cu/noticias/2026/05/13/holguin-impulsa-produccion-cooperada-de-reciclaje-y-economia-circular/                                                                   , 2026-05-13 14:17:00, "La mipyme Nuevo Mundo y la Empresa Mecánica Héroes del 26 de Julio, impulsan en Holguín un modelo de economía circular, basado en el acopio y procesamiento masivo de envases, dirigido a abastecer la industria nacional, así como fortalecer la gestión de desechos sólidos en la región."                                                                                                                                                                                                                                                  , http://media.cubadebate.cu/wp-content/uploads/2026/05/auditores-europeos-avisan-de-la-.webp                                                                                                                      , "['Noticias', 'Economía']"              ,              5, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.822066, "Los ataques de Marco Rubio a las familias cubanas son el diseño, no un efecto colateral"                                                  , http://www.cubadebate.cu/especiales/2026/05/13/los-ataques-de-marco-rubio-a-las-familias-cubanas-son-el-diseno-no-un-efecto-colateral/                                                , 2026-05-13 09:51:00, "El turismo emplea unas 100 mil personas en Cuba. Hay unas 63 mil habitaciones de 4 y 5 estrellas, que ahora mismo tienen alrededor de un 20% de ocupación. Además existen unos 50 mil negocios privados de hostelería (B&B), predominantes en ciudades como Viñales o Trinidad."                                                                                                                                                                                                                                                              , http://media.cubadebate.cu/wp-content/uploads/2026/05/690752312_1749257029393624_5936692868778893688_n-180x150.jpg                                                                                               , ['Desde las redes']                     ,              0, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.822771, UNE pronostica una afectación de 2 050 MW en el horario pico nocturno                                                                      , http://www.cubadebate.cu/noticias/2026/05/13/une-pronostica-una-afectacion-de-2-050-mw-en-el-horario-pico-nocturno/                                                                   , 2026-05-13 09:11:00, "La disponibilidad del SEN a las 06:00 horas fue de 1 200 MW, la demanda 2 860 MW con 1 655 MW afectados. En el horario de la media se estima una afectación de 1 450 MW."                                                                                                                                                                                                                                                                                                                                                                     , http://media.cubadebate.cu/wp-content/uploads/2025/10/apagones-electricidad-causas-ilustracion-580x321-1-580x321-1.png                                                                                           , "['Noticias', 'Economía']"              ,              2, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:09.823510, Agricultura cubana ante el asedio energético                                                                                               , http://www.cubadebate.cu/especiales/2026/05/13/agricultura-cubana-ante-el-asedio-energetico/                                                                                          , 2026-05-13 00:05:00, "En un contexto de recrudecimiento del bloqueo y déficit de combustible e insumos, el presidente del Grupo Empresarial Agrícola, Orlando Lorenzo Linares Morell, detalló las alternativas que se impulsan en el campo cubano. Desde el uso de la tracción animal hasta la instalación de paneles solares y la cooperación con MIPYMES, el directivo enfatizó la necesidad de adaptar las directrices nacionales a las realidades territoriales."                                                                                               , http://media.cubadebate.cu/wp-content/uploads/2025/05/Campo-Enro-150x125.jpg                                                                                                                                     , "['Especiales', 'Economía']"            ,              1, cubadebate_economia              , economia              , economia-temas
2026-05-15T16:24:11.079526, Geografía de la memoria: La esclavitud y su legado en el noroeste de Matanzas                                                              , http://www.cubadebate.cu/especiales/2026/05/14/geografia-de-la-memoria-la-esclavitud-y-su-legado-en-el-noroeste-de-matanzas/                                                          , 2026-05-14 12:39:00, "Esta semana, la columna “Espacios de Ciudad” ha llegado para acercarnos a la historia del noroeste de la ciudad de Matanzas, la cual es un espejo del drama y la complejidad de la esclavitud en Cuba. Su invisibilización ha sido un proceso de destrucción material y desarraigo social. Rescatar este legado no es solo un ejercicio académico; es un acto de justicia histórica para devolver a las comunidades actuales y al patrimonio nacional un capítulo esencial de su identidad, hoy sepultado en el “marabuzal de la desmemoria”.", http://media.cubadebate.cu/wp-content/uploads/2026/05/matanzas-03.jpg-1-180x150.jpeg                                                                                                                             , ['Espacios de ciudad']                  ,              1, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.080365, Legado personal de Miguel Barnet formará parte de la Caja de las Letras del Instituto Cervantes                                            , http://www.cubadebate.cu/noticias/2026/05/14/legado-personal-de-miguel-barnet-formara-parte-de-la-caja-de-las-letras-del-instituto-cervantes/                                         , 2026-05-14 10:40:00, "El director del Instituto Cervantes, Luis García Montero, recibió en La Habana el legado personal del escritor cubano Miguel Barnet, que pasará a formar parte de la Caja de las Letras. Barnet está considerado el pionero de la novela testimonial hispanoamericana gracias a su obra “Biografía de un cimarrón”. Entre los objetos entregados destacan dos manuscritos."                                                                                                                                                                   , http://media.cubadebate.cu/wp-content/uploads/2026/05/instituto-cervantes-recibe-legado-personal-de-miguel-barnet-150x125.jpg                                                                                    , "['Noticias', 'Cultura']"               ,              0, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.081051, Concierto “La era está pariendo un corazón” reunirá en Uruguay a artistas solidarios con Cuba ante el bloqueo                              , http://www.cubadebate.cu/noticias/2026/05/13/concierto-la-era-esta-pariendo-un-corazon-reunira-en-uruguay-a-artistas-solidarios-con-cuba-ante-el-bloqueo/                             , 2026-05-13 23:23:00, "La emblemática cantora y activista afrouruguaya Chabela Ramírez repudió este miércoles lo que calificó de “amenaza fuerte y terrible” que ejerce Estados Unidos contra Cuba. Así lo expresó en exclusiva a Prensa Latina en vísperas de su participación en el concierto “La era está pariendo un corazón-Uruguay canta por Cuba”, que tendrá lugar mañana en la noche."                                                                                                                                                                      , http://media.cubadebate.cu/wp-content/uploads/2026/05/Chabela-Ramirez-150x125.jpg                                                                                                                                , "['Noticias', 'Cultura']"               ,              0, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.081673, "Desde hoy se piensa la poesía, la cultura y el legado de Nicolás Guillén"                                                                 , http://www.cubadebate.cu/noticias/2026/05/13/desde-hoy-se-piensa-la-poesia-la-cultura-y-el-legado-de-nicolas-guillen/                                                                 , 2026-05-13 16:40:00, "La XV edición del Coloquio y Festival Nicolás Guillén que organiza la Fundación que lleva el nombre del reconocido Poeta Nacional transcurrirá desde este miércoles en la sala Villena, de la Unión de Escritores y Artistas de Cuba (UNEAC). Durante dos jornadas se debatirá sobre el legado de la obra poética del intelectual."                                                                                                                                                                                                           , http://media.cubadebate.cu/wp-content/uploads/2026/05/1305-coloquio-150x125.jpg                                                                                                                                  , "['Noticias', 'Cultura']"               ,              1, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.082326, Cienfuegos acogerá Festival Internacional de Música                                                                                        , http://www.cubadebate.cu/noticias/2026/05/13/cienfuegos-acogera-festival-internacional-de-musica/                                                                                     , 2026-05-13 16:21:00, "El Ministerio Cubano de Cultura invitó este miércoles al IX Festival Internacional José Manuel Vázquez del Rey, dedicado a los instrumentos de viento-madera, que tendrá lugar del 15 al 17, en la central provincia de Cienfuegos. El evento reunirá a especialistas de instituciones culturales y académicas locales."                                                                                                                                                                                                                      , http://media.cubadebate.cu/wp-content/uploads/2026/05/IX-Festival-Internacional-Jose-Manuel-Vazquez-del-Rey-1-150x125.jpg                                                                                        , "['Noticias', 'Cultura']"               ,              1, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.082950, Ballet Laura Alonso estrena nueva versión de “El Lago de los Cisnes”                                                                       , http://www.cubadebate.cu/noticias/2026/05/12/ballet-laura-alonso-estrena-nueva-version-de-el-lago-de-los-cisnes/                                                                      , 2026-05-12 11:47:00, "En conferencia de prensa, la Compañía Ballet Laura Alonso del Centro Prodanza de Cuba anunció el regreso del clásico El lago de los cisnes y brindó detalles sobre la puesta en escena en el capitalino Teatro América que acogerá las funciones los días 15 y 16 del presente mes, a las 5:00 p.m. La coreografía que Prodanza presenta al público es una versión de su directora."                                                                                                                                                          , http://media.cubadebate.cu/wp-content/uploads/2026/05/laura-alonso-lago-de-los-cisnes-150x125.jpg                                                                                                                , "['Noticias', 'Cultura']"               ,              1, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.083591, Silvio Rodríguez y Alejo Stivel estrenan canción y videoclip “Déjame en paz” (+ Video)                                                     , http://www.cubadebate.cu/noticias/2026/05/11/silvio-rodriguez-y-alejo-stivel-estrenan-cancion-y-videoclip-dejame-en-paz-video/                                                        , 2026-05-11 22:27:00, "Stivel y Rodríguez unen sus voces: “La música tiene el poder inevitable de acompañar”. Los artistas publican el tema “Déjame en paz”, una reflexión sobre la conciencia y la convivencia con las contradicciones humanas, a las que piden que les den “canciones que sirvan a la gente”."                                                                                                                                                                                                                                                     , http://media.cubadebate.cu/wp-content/uploads/2026/05/silvio-stivel-colaboracion-580x321.jpg                                                                                                                     , "['Noticias', 'Cultura']"               ,              2, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.084378, Shakira presenta la canción oficial del Mundial de Fútbol 2026                                                                             , http://www.cubadebate.cu/noticias/2026/05/11/shakira-presenta-la-cancion-oficial-del-mundial-de-futbol-2026/                                                                          , 2026-05-11 11:26:00, "La estrella del pop colombiana Shakira anunció este jueves a través de sus redes sociales la que será la canción oficial de la Copa Mundial de la FIFA 2026. La artista de 49 años presentó un adelanto de un minuto de Dai Dai, tema que interpreta junto al cantante y compositor nigeriano Burna Boy y se estrenará el próximo 14 de mayo."                                                                                                                                                                                                , http://media.cubadebate.cu/wp-content/uploads/2026/05/shakira-e1778512884204.jpeg                                                                                                                                , "['Noticias', 'Cultura']"               ,              9, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.085044, Falleció en La Habana el destacado músico cubano Orlando Vistel Columbié                                                                   , http://www.cubadebate.cu/noticias/2026/05/11/fallecio-en-la-habana-el-destacado-musico-cubano-orlando-vistel-columbie/                                                                , 2026-05-11 06:47:00, "En la tarde ayer falleció el compositor cubano Orlando Vistel Columbié. Fue fundador del Instituto Cubano de la Música, institución de la que fue vicepresidente y presidente, responsabilidades que cumplió satisfatoriamente y desde las cuales hizo contribuciones decisivas al desarrollo de la institucionalidad musical nacional."                                                                                                                                                                                                      , http://media.cubadebate.cu/wp-content/uploads/2026/05/1005-orlando-vistel-150x125.jpg                                                                                                                            , "['Noticias', 'Cultura']"               ,              2, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.085752, El Conjunto Folklórico Nacional celebra 64 años de danza y cubanía                                                                         , http://www.cubadebate.cu/noticias/2026/05/08/el-conjunto-folklorico-nacional-celebra-64-anos-de-danza-y-cubania/                                                                      , 2026-05-08 16:41:00, Corrían los años sesenta y se gestaba un movimiento cultural empeñado en definir la identidad de la nación. Allí estuvieron quienes decidieron poner sus saberes en función de la formación artística de la cubanidad teatral. De la mano de hombres y mujeres del pueblo nació una institución danzaria que este 7 de mayo arribó a sus 64 años de vida artística.                                                                                                                                                                            , http://media.cubadebate.cu/wp-content/uploads/2026/05/690772058_954920257260895_1941227484586547133_n-150x125.jpg                                                                                                , "['Noticias', 'Cultura']"               ,              0, cubadebate_cultura               , cultura               , cultura-temas
2026-05-15T16:24:11.086412, Celebrarán en el Teatro América este viernes concierto homenaje al son cubano                                                              , http://www.cubadebate.cu/noticias/2026/05/08/celebraran-en-el-teatro-america-este-viernes-concierto-homenaje-al-son-cubano/                                                           , 2026-05-08 13:01:00, "En el marco del Día del Son Cubano, este 8 de mayo, el Instituto Cubano de la Música, el Consejo Nacional de Patrimonio Cultural, la Oficina Regional de la Unesco en La Habana, entre otras instituciones, se unen para rendir homenaje a la práctica del son cubano, recientemente declarada Patrimonio Cultural Inmaterial de la Humanidad por la Unesco."                                                                                                                                                                                 , http://media.cubadebate.cu/wp-content/uploads/2026/05/dia-del-son-cubano_2026-150x125.jpg                                                                                                                        , "['Noticias', 'Cultura']"               ,              1, cubadebate_cultura               , cultura               , cultura-temas
